行ID,文書ID,文書内ID,anotation1,anotation2,文,サービス,立地,部屋,設備・アメニティー,風呂,食事,その他
2658,495,8,p,p,お風呂は別館で真新しくとても清潔できれいでした。,,,,,1,,
2659,495,9,kp,e,子供には少し熱かったですが、露天風呂は肌がヌルツルになります。,,,,,1,,
2660,495,10,kp,e,部屋は少し古いですがシーツ・枕類は清潔で、すでに敷いてくれてあったので子供は部>屋に入るとすぐ横になれてよかったです。,,,1,,,,
2661,495,11,p,Z,ちょっと気分転換に泊るには十分すぎる内容で子供も大変喜んでいました。,,,,,,,1
,,,,,,,,,,,,
2662,496,1,pk,e,駅からは、案内どおりでわかりやすかったけど、けっこう歩きました。,,1,,,,,
2663,496,2,p,p,安いプランだったので満足です。,,,,,,,1
2664,496,3,Z,Z,また機会があれば利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
2665,497,1,p,p,部屋も広く、サービスも良いホテルでした。,1,,1,,,,
2666,497,2,Z,Z,また、利用したいと思います。,,,,,,,1
2667,497,3,k,k,フロントまでが階段利用でしたので、キャスター付きのバッグだと、少し不便です。,1,,,,,,
,,,,,,,,,,,,
2668,498,1,Z,Z,12月9日に宿泊させていただきました。,,,,,,,1
2669,498,2,p,p,立地は渋谷駅から約3分ととても便利でした。,,1,,,,,
2670,498,3,p,p,朝食もとてもおいしくいただきました。,,,,,,1,
2671,498,4,ek,e,風呂はバスタブなしのシャワーのみで私は問題ありませんでしたが抵抗ある方にはおすすめできないです。,,,,,1,,
2672,498,5,Z,Z,宿泊客には場所柄か欧米の方も多くみかけました。,,,,,,,1
2673,498,6,p,p,ホテル内もおしゃれかつ清潔で快適に過ごすことができました。,,,,,,,1
2674,498,7,Z,Z,リピします。,,,,,,,1
,,,,,,,,,,,,
2675,499,1,Z,Z,2月半ばに2泊しました。,,,,,,,1
2676,499,2,p,p,函館駅からすぐ、朝市の目の前で立地は最高です。,,1,,,,,
2677,499,3,kp,e,ホテルライフを楽しもうという方には向かないと思いますが、このお値段で、この便利さ,,,,,,,1
2678,499,4,p,p,、そして親切なスタッフさん達。,1,,,,,,
2679,499,5,p,Z,大変お世話になりました。,,,,,,,1
2680,499,6,kp,e,お部屋も、新しいとは言えませんが、値段から想像していたより広めで、クローゼットが,,,1,,,,
2681,499,7,p,p,あったのが良かったです。,,,,,,,1
2682,499,8,kp,e,初め、部屋での無線LANが調子が悪かったのですが、フロントへ連絡すると、すぐに対応>してくださり、ばっちりつながるようになりました。,1,,,1,,,
2683,499,9,p,e,全く不満点はありません。,,,,,,,1
2684,499,10,p,p,費用対効果は抜群です。,,,,,,,1
2685,499,11,p,Z,ぜひまた利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
2686,500,1,k,k,楽天１０倍ポイントが付与されていません。,,,,,,,1
2687,500,2,y,y,確認をお願いいたします。,,,,,,,1
,,,,,,,,,,,,
2688,501,1,p,p,次の日シェラトンのジュニアスイートに泊まったが、食事・従業員の対応はＪＲタワーの方が上。,1,,,,,,
2689,501,2,Z,Z,関係無いがシェラトンにはガッカリしたよ。,,,,,,,1
,,,,,,,,,,,,
2690,502,1,Z,Z,小倉に宿泊するときにはたまに利用させていただいています。,,,,,,,1
2691,502,2,p,p,朝食もおいしく大浴場もあり大変リラックスさせていただいています。,,,,,1,1,
2692,502,3,p,p,駅から商店街のアーケードを通れば雨に濡れないのでそれもうれしいです。,,1,,,,,
,,,,,,,,,,,,
2693,503,1,p,p,駅から近く大変便利が良いです。,,1,,,,,
2694,503,2,p,p,綺麗にリニューアルされ快適に過ごせました。,,,1,,,,
,,,,,,,,,,,,
2695,504,1,p,p,県庁のすぐ近くにあり、非常に便利な立地。,,1,,,,,
2696,504,2,e,e,駅から、徒歩だと若干、歩きますが特に気にならない程度でした。,,1,,,,,
2697,504,3,p,p,今回はツインでしたが、部屋の広さ、サービス、価格すべて満足です。,,,1,,,,
2698,504,4,p,p,朝食のメニューも豊富で、非常においしかったです。,,,,,,1,
,,,,,,,,,,,,
2699,505,1,p,p,ホテル内１階の食事処が夜遅くまで営業していたので助かりました。,1,,,,,1,
,,,,,,,,,,,,
2700,506,1,Z,Z,12月11日に宿泊させていただきました。,,,,,,,1
2701,506,2,p,p,枕が丁度良い硬さと高さでゆっくりと休めてよかったです。,,,1,,,,
2702,506,3,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
2703,507,1,p,p,料金の割には部屋も風呂も満足できました。,,,1,,1,,
2704,507,2,p,p,コストパフォーマンスは最高です。,,,,,,,1
,,,,,,,,,,,,
2705,508,1,p,p,子連れで行ったのですが、子供に、とても親切で良かったです。,1,,,,,,
2706,508,2,p,p,色々聞いても、分かりやすく説明もしていただき、とても助かりました。,1,,,,,,
2707,508,3,p,p,掃除の方に、朝会ったのですが、朝から気持ちいい笑顔で接して頂き、子供にも声を掛けていただきました。,1,,,,,,
2708,508,4,p,p,ある方には、子供が廊下でごねてると、声を掛けていただき、機嫌もとっていただきました。,1,,,,,,
2709,508,5,p,p,子連れだと、気になること等色々あるのですが、みんな楽しく過ごせました。,,,,,,,1
,,,,,,,,,,,,
2710,509,1,p,p,リーズナブルなわりには部屋も綺麗なので、毎回出張の際には利用させて頂いてます。,,,1,,,,
2711,509,2,p,p,ベットの堅さが自分好みなので、よく眠れるので助かります。,,,1,,,,
,,,,,,,,,,,,
2712,510,1,p,p,「朝食付き」、おいしかったです。,,,,,,1,
2713,510,2,p,p,館内、部屋もきれいで、フロントの方々も感じ良くさわやかな対応です。,1,,1,,,,
2714,510,3,p,Z,ホテル独自のポイントカードもあり是非また宿泊したいです。,,,,,,,1
,,,,,,,,,,,,
2715,511,1,p,p,いいと思いますまた利用する〜＾＾,,,,,,,1
,,,,,,,,,,,,
2716,512,1,Z,Z,今回初めて利用させてもらいました。,,,,,,,1
2717,512,2,p,p,無料朝食ということだったので、全く期待しておりませんでしたが、十分な内容でした。,,,,,,1,
2718,512,3,p,p,全然ありだと思います。,,,,,,,1
2719,512,4,e,e,全体的にキレイなホテルなので、多少部屋の狭さは、許容範囲でした。,,,1,,,,
2720,512,5,p,p,一番良かったのは、受付の女性スタッフが、とてもすばらしい接遇でした！,1,,,,,,
2721,512,6,p,p,北見市内のホテルは、いくつも利用していますが、容姿もサービスもＮＯ１の方でした。,1,,,,,,
2722,512,7,p,Z,また、利用させて頂きます！,,,,,,,1
,,,,,,,,,,,,
2723,513,1,p,p,朝食が美味しかったです。,,,,,,1,
,,,,,,,,,,,,
2724,514,1,p,p,今回も気持ちよく泊まらせてもらいました。,,,,,,,1
2725,514,2,Z,Z,みなさんありがとうございました。,,,,,,,1
,,,,,,,,,,,,
2726,515,1,p,p,神田明神に初詣に行くのに近い場所だったので良かったです。,,1,,,,,
2727,515,2,p,p,朝食のパンがとても美味しかったです。,,,,,,1,
,,,,,,,,,,,,
2728,516,1,k,Z,朝食がもう少し。,,,,,,1,
,,,,,,,,,,,,
2729,517,1,p,p,今回は車を利用しましたが、駐車場も沢山確保されており、助かりました。,,,,1,,,
2730,517,2,Z,Z,夕食は、ホテルで用意していただいたマップを見て、近くのお店を利用しました。,1,,,,,,
2731,517,3,p,p,朝食はホテルのバイキング料理でしたが、品数も豊富でいずれの食品も味が良く、大満足でした。,,,,,,1,
2732,517,4,p,p,ホテルには、大浴場が設置されており旅の疲れを癒すことができました。,,,,,1,,
2733,517,5,p,p,またフロントの皆様の対応も、親切・丁寧で感謝しています。,1,,,,,,
,,,,,,,,,,,,
2734,518,1,Z,Z,３度目の利用です。,,,,,,,1
2735,518,2,p,p,ここのホテルはフォーラスと金沢駅のすぐ前に立地してありとても便利だということと、最上階に温泉があるということで選びました。,,1,,,,,
2736,518,3,p,p,とても気に入っています。,,,,,,,1
2737,518,4,p,p,夫婦、４歳の息子の三人で泊ったので幅１６０センチもあるダブルベットでのびのびと眠れてとても快適でした。,,,1,,,,
2738,518,5,p,o,たまたまお正月だったからなのか分かりませんが、２１時半から２２時半までの間に１階のレストランに行けば無料でラーメンが食べれました。,1,,,,,1,
2739,518,6,p,p,味は期待していませんでしたが、とても美味しくいただき嬉しかったです。,,,,,,1,
2740,518,7,p,p,ぎりぎりに行ったのにも関わらず、スタッフの方が嫌な顔もせずラーメンを作ってくれました。,1,,,,,,
2741,518,8,Z,Z,ありがとうございました。,,,,,,,1
2742,518,9,Z,Z,機会があれば、また利用したいです。,,,,,,,1
,,,,,,,,,,,,
2743,519,1,p,p,部屋が広いことが第一の満足です。,,,1,,,,
2744,519,2,p,p,駅のすぐそばの立地は最適です。,,1,,,,,
,,,,,,,,,,,,
2745,520,1,p,p,カプセルですが、とても快適に泊まれ毎回利用してます。,,,,,,,1
2746,520,2,p,p,朝食も大浴場もサウナ十分に満足できる値段です,,,,,1,1,
,,,,,,,,,,,,
2747,521,1,Z,Z,初めて利用させていたざきました。,,,,,,,1
2748,521,2,p,p,仕事から帰ると部屋に暖房が入れてあり、寒い日でしたが、とても嬉しいサービースでした。,1,,1,,,,
2749,521,3,Z,Z,また利用させていたざきます。,,,,,,,1
2750,521,4,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
2751,522,1,p,p,東京をあまり知らない母の一人旅に安くて便利なホテルないかと頼まれ予約し、とても満足して帰ってきました。,,,,,,,1
2752,522,2,p,p,私も系列のホテル利用者でありますが、ここの良さは立地と大浴場。,,1,,,1,,
2753,522,3,p,p,疲れもとれてまた遊びに行こうともう今から次の旅行を計画しているようです。,,,,,,,1
2754,522,4,Z,Z,本当にお世話になりありがとうございました。,,,,,,,1
,,,,,,,,,,,,
2755,523,1,Z,Z,２回目の利用です。,,,,,,,1
2756,523,2,p,p,私には丁度良い、繁華街に近からず遠からず。,,1,,,,,
2757,523,3,p,p,少し歩いて繁華街なので静かに眠る事が出来ますし、またタクシーを利用する事なく夜の街にも出られます。,,1,,,,,
2758,523,4,Z,Z,また出張の折には利用します。,,,,,,,1
,,,,,,,,,,,,
2759,524,1,Z,Z,結婚記念日だったので温泉旅行にと、一泊宿泊させていただきました。,,,,,,,1
2760,524,2,p,p,親切な従業員の方々、おいしい料理ととても満足のいく旅行になったと思います。,1,,,,,1,
2761,524,3,p,Z,子供が大きくなったらまた行きたいと思います（＾ｕ＾）,,,,,,,1
,,,,,,,,,,,,
2762,525,1,Z,Z,食事なしのプランで利用しました。,,,,,,,1
2763,525,2,p,p,駅前なので少し歩くと食事ができるお店もコンビニもあります。,,1,,,,,
2764,525,3,p,p,LANが使えるのですが、ケーブルも貸してもらいました。,,,,1,,,
2765,525,4,p,p,便利さ重視の方にお勧めだと思います。,,,,,,,1
,,,,,,,,,,,,
2766,526,1,p,p,二食付きで食事も美味しく満足でした。,,,,,,1,
,,,,,,,,,,,,
2767,527,1,p,p,駐車場が無料はありがたいです。,1,,,1,,,
2768,527,2,p,p,安いプランですが大浴場もあり部屋も綺麗にされているので次も利用したいです。,,,1,,1,,
,,,,,,,,,,,,
2769,528,1,Z,Z,先日仕事が終わらず急遽予約しました。,,,,,,,1
2770,528,2,ep,p,部屋自体は、普通でしたがフロントの対応も良く特筆するならば姫路のホテル何件か泊まりましたが（ビジネスホテル）他に比べてベットの寝心地が大変良いのと周りのお客さんのマナーも良くて静かでぐっすり眠らせて頂きました。,1,,1,,,,
2771,528,3,p,Z,また是非利用したいと思います,,,,,,,1
,,,,,,,,,,,,
2772,529,1,Z,Z,ディーズニーランドの帰りに利用しました。,,,,,,,1
2773,529,2,p,p,まず、お部屋が広くて、うれしかったです。,,,1,,,,
2774,529,3,Z,Z,お風呂も。,,,,,1,,
2775,529,4,p,p,ホテルも大きくて、綺麗で、泊まるだけで、あまり、施設は、利用できませんでしたが、この値段とこの内容は本当にお得だと思います。,,,,,,,1
2776,529,5,p,Z,朝食もゆっくりいただきました。,,,,,,1,
2777,529,6,Z,Z,洋食も和食もあって、、食べ過ぎました。,,,,,,1,
2778,529,7,Z,Z,また、利用したいと思います。,,,,,,,1
2779,529,8,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
2780,530,1,Z,Z,飲み会で遅くなる時に時々利用しています。,,,,,,,1
2781,530,2,p,p,今回は格安で泊まれたので良かったです。,,,,,,,1
2782,530,3,p,p,おしぼりのサービスは良かった（^_^）v,1,,,,,,
,,,,,,,,,,,,
2783,531,1,p,p,部屋も綺麗でサービスもいき届いていて良い宿泊が出来ました。,1,,1,,,,
2784,531,2,Z,Z,また機会があれば利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
2785,532,1,Z,Z,先日、一泊しました。,,,,,,,1
2786,532,2,Z,Z,何度か宿泊していましたが、今回は高知龍馬であい博を観る目的で高知に宿泊しました。,,,,,,,1
2787,532,3,Z,Z,今回全ての会場を観れなかったので、期間中にもう一度高知に来ようと思います。,,,,,,,1
2788,532,4,kp,e,立地的には中心から少し歩きますが、徒歩圏内ですし、郷土料理とサービス等大満足でした。,,1,,,,,
2789,532,5,Z,Z,次回宿泊時もよろしくお願いします。,,,,,,,1
,,,,,,,,,,,,
2790,533,1,Z,Z,閑静な住宅街にぽつんとある旅館です。,,,,,,,1
2791,533,2,p,p,素敵な庭と気持ちいい風呂。,,,,,1,,
2792,533,3,p,p,浴衣もアメニティもマッサージチェアもＣＤもＰＣも満足。,,,,1,,,
2793,533,4,p,p,何より内装の雰囲気が落ち着きます。,,,1,,,,
2794,533,5,Z,Z,今回は到着が遅く、ゆっくりできなかったのが悔しいくらい。,,,,,,,1
2795,533,6,Z,Z,また利用させていただきます。,,,,,,,1
,,,,,,,,,,,,
2796,534,1,p,p,立地の割にかかくが安い。,,1,,,,,
2797,534,2,Z,Z,また、利用します。,,,,,,,1
,,,,,,,,,,,,
2798,535,1,p,p,いつも利用してますが、駅から近いし、雨の時も濡れずにホテルに入れて、とても便利で嬉しいです。,,1,,,,,
2799,535,2,p,p,朝食を食べる横にあった灰皿も場所が変わっていて、タバコ臭くなく、朝食を頂けて良かったです。,,,,,,1,
,,,,,,,,,,,,
2800,536,1,p,p,立地条件からすると軽い朝食付きでこの料金は大変ありがたいと思います。,,1,,,,,
2801,536,2,p,p,特に今回は駐車場付を探していたので駐車料金も高くなく本当に満足しました。,,,,1,,,
2802,536,3,p,p,近辺にはコンビニ、居酒屋、レストラン等たくさんあったので便利でした。,,1,,,,,
,,,,,,,,,,,,
2803,537,1,Z,Z,一泊しました。,,,,,,,1
2804,537,2,p,p,周囲にはコンビニもあり、閑静なこともあって過ごしやすかったです。,,1,,,,,
2805,537,3,p,p,朝食はパン（＋ポテトサラダ）だけなのですが、美味しくてよかったです。,,,,,,1,
,,,,,,,,,,,,
2806,538,1,p,p,格安プランにて、朝食付きで食事内容もとてもよかったと思います。,,,,,,1,
,,,,,,,,,,,,
2807,539,1,p,p,サービスがよかったです。,1,,,,,,
,,,,,,,,,,,,
2808,540,1,Z,Z,出張先の沿線上にあり、２月に家族で一度宿泊していたので、利用しました。,,,,,,,1
2809,540,2,p,p,朝食代込みでこの値段はお得だと思いました。,,,,,,,1
2810,540,3,Z,Z,また利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
2811,541,1,o,Z,"?1,000分のドリンク+おつまみチケット付きでしたが、カフェに行くと\1,000分の食事でも良いとのこと。",,,,,,1,
2812,541,2,p,p,ありがたくカレーライスに変更していただきました。,,,,,,1,
2813,541,3,Z,Z,客室係に電話してビデオかDVDデッキを借りられないか聞いたら、ビデオデッキならすぐに用意できるとのこと。,,,,1,,,
2814,541,4,o,Z,程なくスタッフの方が来てすぐに設置してくれました。,,,,,,,1
2815,541,5,p,p,おかげで夜はビデオを観ながら部屋で寛げました。,,,1,1,,,
,,,,,,,,,,,,
2816,542,1,p,p,駅前で場所もわかりやすく、とてもよかったです。,,1,,,,,
2817,542,2,p,p,ベッドも広く、設備もよかったです。,,,1,1,,,
,,,,,,,,,,,,
2818,543,1,p,p,終電で着いて始発で出ましたが気持ちよく迎えていただきました。,1,,,,,,
2819,543,2,Z,Z,ありがとうございました。,,,,,,,1
2820,543,3,Z,Z,またよろしくお願いします。,,,,,,,1
,,,,,,,,,,,,
2821,544,1,Z,Z,初めて利用しました。,,,,,,,1
2822,544,2,p,p,駐車場に直ぐエレベーターが有り、便利でした。,,,,1,,,
2823,544,3,ke,e,部屋はシンプルで、古さは感じましたが、特に問題はありませんでした。,,,1,,,,
,,,,,,,,,,,,
2824,545,1,p,p,ベットもセミダブルが３つでゆっくり快適に寝れました。,,,1,,,,
2825,545,2,p,p,凄くお得な値段で泊まれ大変満足です。,,,,,,,1
,,,,,,,,,,,,
2826,546,1,p,p,琵琶湖の眺めがとても素敵でした。,,1,,,,,
2827,546,2,p,p,部屋も満足で、特にお風呂は主人が、浴槽の中でシャワーカーテンを引いて使うのが苦手なのので、ストレスなしにくつろぐことができたようです。,,,1,,1,,
,,,,,,,,,,,,
2828,547,1,p,p,おふろが気持よかったです。,,,,,1,,
,,,,,,,,,,,,
2829,548,1,p,p,駅から近くて便利でした。,,1,,,,,
2830,548,2,p,p,また、フロントの方の対応がすごく丁寧でした。,1,,,,,,
,,,,,,,,,,,,
2831,549,1,p,p,朝食がたいへん満足できるものでした,,,,,,1,
,,,,,,,,,,,,
2832,550,1,p,p,お部屋の広さに驚きました。,,,1,,,,
2833,550,2,p,p,某有名チェーンホテルなんかよりもとても広く、清潔で大変満足でした。,,,1,,,,
,,,,,,,,,,,,
2834,551,1,e,Z,低価格なので贅沢は言えません。,,,,,,,1
2835,551,2,p,p,寝るだけと割り切ればいいホテルだと思います。,,,,,,,1
,,,,,,,,,,,,
2836,552,1,Z,Z,彼のお兄様の納骨にて名護に帰省しました。,,,,,,,1
2837,552,2,p,p,8月に帰省し今回だったので経済的にしんどい帰省でしたが安いホテルでしたので助かりました。,,,,,,,1
2838,552,3,yp,e,9月に母の88歳のお祝いでまた帰省しますので夏でも安い料金での提供をお願いいたしますフロント、お掃除、食事のスタッフの方々は感じの良い方ばかりでした。,1,,,,,,
2839,552,4,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
2840,553,1,p,o,空港直結なところに惹かれて、宿泊しました。,,1,,,,,
2841,553,2,p,p,お風呂は浴槽と洗い場が別になっていたので、ユニットバスが苦手な私にはありがたいものでした。,,,,,1,,
,,,,,,,,,,,,
2842,554,1,Z,Z,12/29に宿泊しました。,,,,,,,1
2843,554,2,p,p,こちらのクチコミを参考に選んだのですが正解でした。,,,,,,,1
2844,554,3,p,p,子供連れでしたが広い部屋を用意して頂きのんびりできました。,,,1,,,,
2845,554,4,p,p,期待していた炭酸泉も良かったです。,,,,,1,,
2846,554,5,Z,Z,また利用したいです。,,,,,,,1
,,,,,,,,,,,,
2847,555,1,Z,Z,ドームでコンサートの時は毎回利用しているホテルです。,,,,,,,1
2848,555,2,p,p,駅・ドームから近いので凄く便利です。,,1,,,,,
2849,555,3,p,p,ここ２年東京在住していた為利用していませんでしが今回利用してびっくりしたのが、レンタルパソコンあった事＾＾；これは非常に重宝します。,,,,1,,,
,,,,,,,,,,,,
2850,556,1,p,p,とても綺麗で駅からも近くて良かったです。,,1,,,,,
,,,,,,,,,,,,
2851,557,1,p,p,部屋も清潔感があり綺麗でした。,,,1,,,,
2852,557,2,p,p,バスもゆったりとしていてのんびりできました。,,,,,1,,
,,,,,,,,,,,,
2853,558,1,Z,Z,いつも高知出張の際は利用させてもらっています。,,,,,,,1
2854,558,2,p,p,部屋もお風呂も広くてすごくくつろげていつも満足です。,,,1,,1,,
2855,558,3,p,p,今回は”竜馬がゆく”の本プレゼントのプランで、本をいただきましたが、お隣のレストランの割引券も魅力的でした。,,,,,,,1
2856,558,4,Z,Z,本は今からゆっくりと読ませてもらおうと思います。,,,,,,,1
2857,558,5,y,Z,またこういう趣向のプランを企画お願いします。,,,,,,,1
2858,558,6,Z,Z,また利用します。,,,,,,,1
,,,,,,,,,,,,
2859,559,1,p,p,宿泊料金の割りにかなりグレードの高い部屋でした。,,,,,,,1
2860,559,2,Z,Z,特別料金だったのでしょうか。,,,,,,,1
2861,559,3,p,Z,又ぜひ利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
2862,560,1,e,Z,標準的なビジネスホテル。,,,,,,,1
2863,560,2,k,Z,駅から相当近くてホームの案内放送が聞こえるほどでした。,,1,,,,,
2864,560,3,p,p,観光スポットもほど近いので観光、ビジネスどちらでも使えると思います。,,1,,,,,
2865,560,4,k,Z,今回はオリジンを使用しましたがマンガ貸出等のサービスがもう一つの方にはあるので、そちらの方がよかったのかも…と思いました。,1,,,,,,
,,,,,,,,,,,,
2866,561,1,p,p,シングルでしたが、部屋も一般のビジネスホテルのような息苦しい狭さではなく、きれいな部屋で大変良かったです。,,,1,,,,
2867,561,2,Z,Z,浴室と部屋がガラス越しで見えたからそういう感じを受け取ったのかも知れません。,,,1,,1,,
2868,561,3,p,p,翌日、７時台の新幹線に乗る事もあり、朝食が６時４５分から食べれたのも大変良かったです。,,,,,,1,
,,,,,,,,,,,,
2869,562,1,p,p,あの価格でこの広さはおトクだと思います。,,,1,,,,
2870,562,2,p,p,コンビニも近くてよかった。,,1,,,,,
2871,562,3,p,p,始発列車に乗るために素早くチェックアウトしたかったので、キーをポストに入れるスタイルはいいアイデアだと思いました。,1,,,,,,
2872,562,4,Z,Z,最近の流行みたいですね。,,,,,,,1
,,,,,,,,,,,,
2873,563,1,Z,Z,コマーシャルで幼い頃から見ていて、行ってみたいホテルだったので期待をして行きました。,,,,,,,1
2874,563,2,p,p,が、期待以上に素敵なところでした！,,,,,,,1
2875,563,3,o,Z,宮島へ観光に行き、牡蠣を満喫してから早めにホテルに入る予定が・・・思いもよらず宮島の大渋滞。。。,,,,,,,1
2876,563,4,p,p,途中でホテルに遅くなるとの連絡を入れた際「心配になりますので大幅に遅くなる際は再度のご連絡をお願い致します。どうぞお気を付けて下さい。」との温かいお言葉。,1,,,,,,
2877,563,5,p,o,到着時に食事の時間変更も伝えたのですが快く受け付けて下さいました。,1,,,,,1,
2878,563,6,p,p,部屋に案内され、家族全員大喜び!!,,,1,,,,
2879,563,7,p,p,とっても綺麗・広い!!!,,,1,,,,
2880,563,8,Z,Z,夕食は居酒屋を選択しましたが、瓦そばもイカの生き造りもお酒も満喫。,,,,,,1,
2881,563,9,p,p,お店の方は子供にすごく気を配って下さり、感謝しております。,1,,,,,,
2882,563,10,p,Z,絶対にまた伺わせて頂きます。,,,,,,,1
,,,,,,,,,,,,
2883,564,1,Z,Z,静岡の定宿にしています。,,,,,,,1
2884,564,2,p,p,ウエルカムドリンク（つまみ含む）、駅までの送迎、朝食メニューの豊富さが当ホテルの平均点を押し上げています。,1,,,,,1,
2885,564,3,p,p,昨今コストの過剰な低減が目に付くこの業界にありながら、当ホテルのサービスはは変わりがなくありがたい、次回も利用したいと思っているので品質の維持向上を目指してほしい。,1,,,,,,
,,,,,,,,,,,,
2886,565,1,p,p,お食事も豪華で美味しかったです。,,,,,,1,
2887,565,2,p,p,駅からも近く道後温泉にも近く観光には最適でした。,,1,,,,,
2888,565,3,p,p,プランもたくさんあって選ぶのも楽しかったですお世話になりました。,,,,,,,1
,,,,,,,,,,,,
2889,566,1,p,p,今回スタンダードツインの予約をしていましたが平日で空いていたのかデラックスツインに泊まらせていただきました！,,,1,,,,
2890,566,2,Z,Z,もちろん部屋に入ってから気がついたのですが・・・。,,,,,,,1
2891,566,3,p,p,フロントの方の対応やサービスもよく立地も抜群です♪,1,1,,,,,
2892,566,4,p,Z,次回もぜひ泊まりたいと思います！！,,,,,,,1
,,,,,,,,,,,,
2893,567,1,p,p,立地的には祇園駅からすぐ近く、コンビニも近くにあり大変便利です。,,1,,,,,
2894,567,2,p,p,今年オープンしたばかりということもあって設備は新しく綺麗でした。,,,,1,,,
2895,567,3,p,p,アメニティも充実しており、快適に過ごせました。,,,,1,,,
2896,567,4,p,p,朝食は直結している飲食店で頂きましたが、非常に美味しかったです。,,,,,,1,
2897,567,5,Z,Z,福岡出張の際は、またこちらを利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
2898,568,1,p,p,クオカードのサービスが良かった。,1,,,,,,
,,,,,,,,,,,,
2899,569,1,p,p,お得なプランで満足です。,,,,,,,1
2900,569,2,p,p,出かけるときの”いってらっしゃいませ”がいい感じ。,1,,,,,,
,,,,,,,,,,,,
2901,570,1,Z,Z,金沢出張の際、よく利用させてもらいます。,,,,,,,1
2902,570,2,p,p,金沢駅周辺のホテルにいろいろ泊まりましたが、立地、コストパフォーマンス、サービス等、とトータル的にここのホテルがベストと感じました。,,,,,,,1
2903,570,3,p,p,部屋に入ると、落ち着く感じがします。,,,1,,,,
,,,,,,,,,,,,
2904,571,1,p,p,朝食のパン美味しいですね。,,,,,,1,
2905,571,2,Z,o,朝からたくさん食べてしまいました。,,,,,,1,
2906,571,3,Z,Z,メタボなのに・・・また、利用させていただきます。,,,,,,,1
,,,,,,,,,,,,
2907,572,1,p,p,新しいホテルともあり設備も綺麗でした。,,,,1,,,
2908,572,2,p,p,心地よく過ごせました。,,,,,,,1
,,,,,,,,,,,,
2909,573,1,p,p,当日の予約で、お得な値段で宿泊できました。,,,,,,,1
2910,573,2,Z,Z,何回は宿泊していますが、夕食の中華バイキングは初めてでした。,,,,,,1,
2911,573,3,p,p,子供達には、洋食よりラーメンが食べられる中華の方がよかったみたいで、とても満足していました。,,,,,,1,
,,,,,,,,,,,,
2912,574,1,Z,Z,3000円のクオカードは、宿泊日の夜の外出時に雨に降られたが、コンビニで傘の購入に使用。,1,,,,,,
2913,574,2,p,p,宿泊料金を割り引くよりもクオカードでもらった方が得した感じになった。,1,,,,,,
,,,,,,,,,,,,
2914,575,1,p,p,綺麗なホテルでした,,,,,,,1
,,,,,,,,,,,,
2915,576,1,p,p,雰囲気がよく癒やされました、周辺の他のホテルと比べて段違いに良かったです。,,,,,,,1
,,,,,,,,,,,,
2916,577,1,p,p,今までかなり沢山のビジネスホテルに泊まりましたが、こちらのように満点のホテルはありませんでした。,,,,,,,1
2917,577,2,p,p,立地・コスト・防音・アメニティ・スタッフの対応、全て大変満足致しました。,1,1,,1,,,
2918,577,3,p,p,特に、朝食を隣のプロントで頂けるのはうれしかったです。,,,,,,1,
2919,577,4,p,p,東京に宿泊の際は、こちらのホテルに決定です！！,,,,,,,1
2920,577,5,Z,Z,ありがとうございました！,,,,,,,1
,,,,,,,,,,,,
2921,578,1,p,p,当日プランの和室を使ったが非常に広くあの金額で泊まれるなら大満足。,,,1,,,,
2922,578,2,p,Z,機会があれば是非また使いたい。,,,,,,,1
,,,,,,,,,,,,
2923,579,1,p,p,昨年寒い１月に宿泊した際鳴かなければ犬を入室させてもらえ大変助かりました。,1,,,,,,
2924,579,2,p,p,今回は寒くはないが飼い犬のミニチュアダックスが老齢１８歳で歩行困難で心配でしたが泊めて頂け大変助かりました。,1,,,,,,
2925,579,3,Z,Z,今後も泊めて頂きます。,,,,,,,1
2926,579,4,Z,Z,感謝、感謝。,,,,,,,1
,,,,,,,,,,,,
2927,580,1,Z,Z,東京出張の時の定宿にしています。,,,,,,,1
2928,580,2,p,p,ロケーションがよく、銀座にも霞が関にも近いのでとても便利です。,,1,,,,,
2929,580,3,p,p,大変満足しておりお勧めのホテルです。,,,,,,,1
,,,,,,,,,,,,
2930,581,1,p,p,ベッドが広々していて寝心地がとても良かったです！,,,1,,,,
2931,581,2,p,p,お部屋の雰囲気や設備もすっきりしていて気に入りました。,,,1,1,,,
2932,581,3,p,p,立地も良いので是非また利用させて頂きたいです。,,1,,,,,
,,,,,,,,,,,,
2933,582,1,Z,Z,初めて徳島出張で、口コミの評判の良いホテルを探していました。,,,,,,,1
2934,582,2,p,p,ホテル入口から２階のフロントまでは階段で上がりますが、とてもシックな感じで期待通りのホテルでした。,,,,,,,1
2935,582,3,p,p,客室もスマートで落ち着けました。,,,1,,,,
